Time 			Rate 	Error
58528.8462014498800 0 0.0000000
58528.8465486721034 0 0.0000000
58528.8468958943267 0 0.0000000
58528.8472431165501 0 0.0000000
58528.8475903387734 0 0.0000000
58528.8479375609968 0 0.0000000
58528.8482847832202 0 0.0000000
58528.8486320054362 0 0.0000000
58528.8489792276596 0 0.0000000
58528.8493264498829 0 0.0000000
58528.8496736721063 0 0.0000000
58528.8500208943296 0 0.0000000
58528.8503681165530 0 0.0000000
58528.8507153387764 0 0.0000000
58528.8510625609924 0 0.0000000
58528.8514097832158 0 0.0000000
58528.8517570054391 0 0.0000000
58528.8521042276625 1 1.0000000
58528.8524514498858 0 0.0000000
58528.8527986721019 0 0.0000000
58528.8531458943253 0 0.0000000
58528.8534931165486 0 0.0000000
58528.8538403387720 0 0.0000000
58528.8541875609953 0 0.0000000
58528.8545347832187 0 0.0000000
58528.8548820054421 0 0.0000000
58528.8552292276581 0 0.0000000
58528.8555764498815 0 0.0000000
58528.8559236721048 0 0.0000000
58528.8562708943282 0 0.0000000
58528.8566181165515 0 0.0000000
58528.8569653387749 0 0.0000000
58528.8573125609983 0 0.0000000
58528.8576597832143 0 0.0000000
58528.8580070054377 0 0.0000000
58528.8583542276610 0 0.0000000
58528.8587014498844 0 0.0000000
58528.8590486721077 0 0.0000000
58528.8593958943311 0 0.0000000
58528.8597431165545 0 0.0000000
58528.8600903387705 0 0.0000000
58528.8604375609939 0 0.0000000
58528.8607847832172 0 0.0000000
58528.8611320054406 0 0.0000000
58528.8614792276639 0 0.0000000
58528.8618264498800 0 0.0000000
58528.8621736721034 0 0.0000000
58528.8625208943267 1 1.0000000
58528.8628681165501 0 0.0000000
58528.8632153387734 0 0.0000000
58528.8635625609968 0 0.0000000
58528.8639097832202 0 0.0000000
58528.8642570054362 0 0.0000000
58528.8646042276596 0 0.0000000
58528.8649514498829 0 0.0000000
58528.8652986721063 0 0.0000000
58528.8656458943296 0 0.0000000
58528.8659931165530 0 0.0000000
58528.8663403387764 0 0.0000000
58528.8666875609924 0 0.0000000
58528.8670347832158 0 0.0000000
58528.8673820054391 0 0.0000000
58528.8677292276625 0 0.0000000
58528.8680764498858 0 0.0000000
58528.8684236721019 0 0.0000000
58528.8687708943253 1 1.0000000
58528.8691181165486 0 0.0000000
58528.8694653387720 0 0.0000000
58528.8698125609953 0 0.0000000
58528.8701597832187 0 0.0000000
58528.8705070054421 0 0.0000000
58528.8708542276581 0 0.0000000
58528.8712014498815 0 0.0000000
58528.8715486721048 0 0.0000000
58528.8718958943282 0 0.0000000
58528.8722431165515 0 0.0000000
58528.8725903387749 0 0.0000000
58528.8729375609983 0 0.0000000
58528.8732847832143 0 0.0000000
58528.8736320054377 0 0.0000000
58528.8739792276610 0 0.0000000
58528.8743264498844 0 0.0000000
58528.8746736721077 0 0.0000000
58528.8750208943311 0 0.0000000
58528.8753681165545 0 0.0000000
58528.8757153387705 0 0.0000000
58528.8760625609939 0 0.0000000
58528.8764097832172 0 0.0000000
58528.8767570054406 0 0.0000000
58528.8771042276639 0 0.0000000
58528.8774514498800 0 0.0000000
58528.8777986721034 0 0.0000000
58528.8781458943267 0 0.0000000
58528.8784931165501 0 0.0000000
58528.8788403387734 1 1.0000000
58528.8791875609968 0 0.0000000
58528.8795347832202 0 0.0000000
58528.8798820054362 0 0.0000000
58528.8802292276596 0 0.0000000
58528.8805764498829 0 0.0000000
58528.8809236721063 0 0.0000000
58528.8812708943296 0 0.0000000
58528.8816181165530 0 0.0000000
58528.8819653387764 0 0.0000000
58528.8823125609924 0 0.0000000
58528.8826597832158 0 0.0000000
58528.8830070054391 0 0.0000000
58528.8833542276625 0 0.0000000
58528.8837014498858 0 0.0000000
58528.8840486721019 0 0.0000000
58528.8843958943253 0 0.0000000
58528.8847431165486 0 0.0000000
58528.8850903387720 0 0.0000000
58528.8854375609953 0 0.0000000
58528.8857847832187 0 0.0000000
58528.8861320054421 0 0.0000000
58528.8864792276581 0 0.0000000
58528.8868264498815 0 0.0000000
58528.8871736721048 0 0.0000000
58528.8875208943282 0 0.0000000
58528.8878681165515 0 0.0000000
58528.8882153387749 0 0.0000000
58528.8885625609983 0 0.0000000
58528.8889097832143 0 0.0000000
58528.8892570054377 0 0.0000000
58528.8896042276610 0 0.0000000
58528.8899514498844 0 0.0000000
58528.8902986721077 0 0.0000000
58528.8906458943311 0 0.0000000
58528.8909931165545 0 0.0000000
58528.8913403387705 0 0.0000000
58528.8916875609939 0 0.0000000
58528.8920347832172 0 0.0000000
58528.8923820054406 0 0.0000000
58528.8927292276639 0 0.0000000
58528.8930764498800 0 0.0000000
58528.8934236721034 0 0.0000000
58528.8937708943267 0 0.0000000
58528.8941181165501 0 0.0000000
58528.8944653387734 0 0.0000000
58528.8948125609968 0 0.0000000
58528.8951597832202 0 0.0000000
58528.8955070054362 0 0.0000000
58528.8958542276596 0 0.0000000
58528.8962014498829 0 0.0000000
58528.8965486721063 1 1.0000000
58528.8968958943296 0 0.0000000
58528.8972431165530 0 0.0000000
58528.8975903387764 0 0.0000000
58528.8979375609924 0 0.0000000
58528.8982847832158 0 0.0000000
58528.8986320054391 0 0.0000000
58528.8989792276625 0 0.0000000
58528.8993264498858 0 0.0000000
58528.8996736721019 0 0.0000000
58528.9000208943253 1 1.0000000
58528.9003681165486 0 0.0000000
58528.9007153387720 0 0.0000000
58528.9010625609953 0 0.0000000
58528.9014097832187 0 0.0000000
58528.9017570054421 0 0.0000000
58528.9021042276581 1 1.0000000
58528.9024514498815 0 0.0000000
58528.9027986721048 0 0.0000000
58528.9031458943282 0 0.0000000
58528.9034931165515 0 0.0000000
58528.9038403387749 0 0.0000000
58528.9041875609983 0 0.0000000
58528.9045347832143 0 0.0000000
58528.9048820054377 0 0.0000000
58528.9052292276610 0 0.0000000
58528.9055764498844 0 0.0000000
58528.9059236721077 0 0.0000000
58528.9062708943311 0 0.0000000
58528.9066181165545 0 0.0000000
58528.9069653387705 0 0.0000000
58528.9073125609939 0 0.0000000
58528.9076597832172 0 0.0000000
58528.9080070054406 0 0.0000000
58528.9083542276639 0 0.0000000
58528.9087014498800 0 0.0000000
58528.9090486721034 0 0.0000000
58528.9093958943267 0 0.0000000
58528.9097431165501 0 0.0000000
58528.9100903387734 0 0.0000000
58528.9104375609968 0 0.0000000
58528.9107847832202 0 0.0000000
58528.9111320054362 0 0.0000000
58528.9114792276596 0 0.0000000
58528.9118264498829 0 0.0000000
58528.9121736721063 0 0.0000000
58528.9125208943296 0 0.0000000
58528.9128681165530 0 0.0000000
58528.9132153387764 0 0.0000000
58528.9135625609924 0 0.0000000
58528.9139097832158 0 0.0000000
58528.9142570054391 0 0.0000000
58528.9146042276625 0 0.0000000
58528.9149514498858 0 0.0000000
58528.9152986721019 1 1.0000000
58528.9156458943253 0 0.0000000
58528.9159931165486 0 0.0000000
58528.9163403387720 0 0.0000000
58528.9166875609953 0 0.0000000
58528.9170347832187 1 1.0000000
58528.9173820054421 0 0.0000000
58528.9177292276581 0 0.0000000
58528.9180764498815 0 0.0000000
58528.9184236721048 0 0.0000000
58528.9187708943282 0 0.0000000
58528.9191181165515 0 0.0000000
58528.9194653387749 0 0.0000000
58528.9198125609983 0 0.0000000
58528.9201597832143 0 0.0000000
58528.9205070054377 0 0.0000000
58528.9208542276610 0 0.0000000
58528.9212014498844 0 0.0000000
58528.9215486721077 0 0.0000000
58528.9218958943311 0 0.0000000
58528.9222431165545 0 0.0000000
58528.9225903387705 0 0.0000000
58528.9229375609939 0 0.0000000
58528.9232847832172 0 0.0000000
58528.9236320054406 0 0.0000000
58528.9239792276639 0 0.0000000
58528.9243264498800 0 0.0000000
58528.9246736721034 0 0.0000000
58528.9250208943267 0 0.0000000
58528.9253681165501 0 0.0000000
58528.9257153387734 0 0.0000000
58528.9260625609968 0 0.0000000
58528.9264097832202 0 0.0000000
58528.9267570054362 0 0.0000000
58528.9271042276596 0 0.0000000
58528.9274514498829 0 0.0000000
58528.9277986721063 0 0.0000000
58528.9281458943296 0 0.0000000
58528.9284931165530 0 0.0000000
58528.9288403387764 0 0.0000000
58528.9291875609924 0 0.0000000
58528.9295347832158 0 0.0000000
58528.9298820054391 0 0.0000000
58528.9302292276625 1 1.0000000
58528.9305764498858 0 0.0000000
58528.9309236721019 0 0.0000000
58528.9312708943253 0 0.0000000
58528.9316181165486 0 0.0000000
58528.9319653387720 0 0.0000000
58528.9323125609953 0 0.0000000
58528.9326597832187 0 0.0000000
58528.9330070054421 0 0.0000000
58528.9333542276581 0 0.0000000
58528.9337014498815 0 0.0000000
58528.9340486721048 0 0.0000000
58528.9343958943282 0 0.0000000
58528.9347431165515 0 0.0000000
58528.9350903387749 0 0.0000000
58528.9354375609983 0 0.0000000
58528.9357847832143 0 0.0000000
58528.9361320054377 0 0.0000000
58528.9364792276610 1 1.0000000
58528.9368264498844 0 0.0000000
58528.9371736721077 0 0.0000000
58528.9375208943311 0 0.0000000
58528.9378681165545 1 1.0000000
58528.9382153387705 0 0.0000000
58528.9385625609939 0 0.0000000
58528.9389097832172 0 0.0000000
58528.9392570054406 0 0.0000000
58528.9396042276639 0 0.0000000
58528.9399514498800 0 0.0000000
58528.9402986721034 0 0.0000000
58528.9406458943267 0 0.0000000
58528.9409931165501 0 0.0000000
58528.9413403387734 0 0.0000000
58528.9416875609968 0 0.0000000
58528.9420347832202 0 0.0000000
58528.9423820054362 0 0.0000000
58528.9427292276596 0 0.0000000
58528.9430764498829 0 0.0000000
58528.9434236721063 0 0.0000000
58528.9437708943296 0 0.0000000
58528.9441181165530 0 0.0000000
58528.9444653387764 0 0.0000000
58528.9448125609924 0 0.0000000
58528.9451597832158 0 0.0000000
58528.9455070054391 0 0.0000000
58528.9458542276625 0 0.0000000
58528.9462014498858 0 0.0000000
58528.9465486721019 0 0.0000000
58528.9468958943253 0 0.0000000
58528.9472431165486 0 0.0000000
58528.9475903387720 0 0.0000000
58528.9479375609953 0 0.0000000
58528.9482847832187 0 0.0000000
58528.9486320054421 1 1.0000000
58528.9489792276581 0 0.0000000
58528.9493264498815 0 0.0000000
58528.9496736721048 0 0.0000000
58528.9500208943282 0 0.0000000
58528.9503681165515 0 0.0000000
58528.9507153387749 0 0.0000000
58528.9510625609983 0 0.0000000
58528.9514097832143 0 0.0000000
58528.9517570054377 0 0.0000000
58528.9521042276610 0 0.0000000
58528.9524514498844 0 0.0000000
58528.9527986721077 0 0.0000000
58528.9531458943311 0 0.0000000
58528.9534931165545 0 0.0000000
58528.9538403387705 0 0.0000000
58528.9541875609939 0 0.0000000
58528.9545347832172 0 0.0000000
58528.9548820054406 0 0.0000000
58528.9552292276639 0 0.0000000
58528.9555764498800 0 0.0000000
58528.9559236721034 0 0.0000000
58528.9562708943267 0 0.0000000
58528.9566181165501 1 1.0000000
58528.9569653387734 0 0.0000000
58528.9573125609968 0 0.0000000
58528.9576597832202 0 0.0000000
58528.9580070054362 0 0.0000000
58528.9583542276596 0 0.0000000
58528.9587014498829 0 0.0000000
58528.9590486721063 0 0.0000000
58528.9593958943296 0 0.0000000
58528.9597431165530 0 0.0000000
58528.9600903387764 0 0.0000000
58528.9604375609924 0 0.0000000
58528.9607847832158 0 0.0000000
58528.9611320054391 0 0.0000000
58528.9614792276625 0 0.0000000
58528.9618264498858 0 0.0000000
58528.9621736721019 0 0.0000000
58528.9625208943253 0 0.0000000
58528.9628681165486 0 0.0000000
58528.9632153387720 0 0.0000000
58528.9635625609953 0 0.0000000
58528.9639097832187 0 0.0000000
58528.9642570054421 0 0.0000000
58528.9646042276581 0 0.0000000
58528.9649514498815 0 0.0000000
58528.9652986721048 0 0.0000000
58528.9656458943282 1 1.0000000
58528.9659931165515 0 0.0000000
58528.9663403387749 0 0.0000000
58528.9666875609983 0 0.0000000
58528.9670347832143 0 0.0000000
58528.9673820054377 0 0.0000000
58528.9677292276610 0 0.0000000
58528.9680764498844 0 0.0000000
58528.9684236721077 0 0.0000000
58528.9687708943311 0 0.0000000
58528.9691181165545 0 0.0000000
58528.9694653387705 0 0.0000000
58528.9698125609939 0 0.0000000
58528.9701597832172 0 0.0000000
58528.9705070054406 0 0.0000000
58528.9708542276639 0 0.0000000
58528.9712014498800 0 0.0000000
58528.9715486721034 0 0.0000000
58528.9718958943267 0 0.0000000
58528.9722431165501 0 0.0000000
58528.9725903387734 0 0.0000000
58528.9729375609968 0 0.0000000
58528.9732847832202 0 0.0000000
58528.9736320054362 0 0.0000000
58528.9739792276596 0 0.0000000
58528.9743264498829 0 0.0000000
58528.9746736721063 0 0.0000000
58528.9750208943296 0 0.0000000
58528.9753681165530 0 0.0000000
58528.9757153387764 0 0.0000000
58528.9760625609924 0 0.0000000
58528.9764097832158 0 0.0000000
58528.9767570054391 0 0.0000000
58528.9771042276625 0 0.0000000
58528.9774514498858 0 0.0000000
58528.9777986721019 0 0.0000000
